timeStamp,elapsed,label,responseCode,threadName,success,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname,IdleTime
1424157746208,89,Get Fetch Info - Owner - Case 25,200,cosa1 - CI 1-1,true,672,1,1,89,1,0,CI,0
1424157748309,153,Get Fetch Info - NonOwner - Case 25,200,cosa1 - CI 1-1,true,678,1,1,153,1,0,CI,0
1424157750477,87,Get User Home List,200,cosa1 - CI 1-1,true,554,1,1,87,1,0,CI,0
1424157752574,2264,Delete User Home List,200,cosa1 - CI 1-1,true,394,1,1,2264,1,0,CI,0
1424157756841,80,Get Fetch Info - Clean Case 25,200,cosa1 - CI 1-1,true,540,1,1,80,1,0,CI,0
1424157756936,70,go homepage,200,cosa1 - CI 1-1,true,62308,1,1,3,1,0,CI,0
1424157757020,122,Fetch user Iris login on Web,200,cosa1 - CI 1-1,true,481,1,1,121,1,0,CI,0
1424157757145,129,Fetch user ccyang login on Web,200,cosa1 - CI 1-1,true,481,1,1,129,1,0,CI,0
1424157757279,23,get Iris profile,200,cosa1 - CI 1-1,true,1276,1,1,23,1,0,CI,0
1424157757307,25,get ccyang profile,200,cosa1 - CI 1-1,true,1272,1,1,25,1,0,CI,0
1424157757337,367,update LMT,200,cosa1 - CI 1-1,true,421,1,1,367,1,0,CI,0
1424157757707,438,Create Timer,200,cosa1 - CI 1-1,true,442,1,1,438,1,0,CI,0
1424157758154,3,Debug Sampler,200,cosa1 - CI 1-1,true,2912,1,1,0,1,0,CI,0
1424157758158,24,Extend LMT,200,cosa1 - CI 1-1,true,423,1,1,24,1,0,CI,0
1424157758185,433,Delete LMT,200,cosa1 - CI 1-1,true,423,1,1,433,1,0,CI,0
1424157758621,120,admin login,200,cosa1 - CI 1-1,true,480,1,1,120,1,0,CI,0
1424157758748,2914,remove Fetch user IRIS,200,cosa1 - CI 1-1,true,394,1,1,2914,1,0,CI,0
1424157761665,1516,remove Fetch user ccyang,200,cosa1 - CI 1-1,true,394,1,1,1516,1,0,CI,0
1424861763744,516,admin login,200,cosa1 - CI 1-1,true,545,1,1,516,1,0,CI,0
1424861764306,9,get prop cosa.people.limit,200,cosa1 - CI 1-1,true,377,1,1,9,1,0,CI,0
1424861764424,1352,add Fetch user Iris,200,cosa1 - CI 1-1,true,409,1,1,1352,1,0,CI,0
1424861765783,1367,add Fetch user ccyang,200,cosa1 - CI 1-1,true,409,1,1,1367,1,0,CI,0
1424861767156,86,go homepage,200,cosa1 - CI 1-1,true,22896,1,1,5,1,0,CI,0
1424861767268,175,Fetch user Iris login on Web,200,cosa1 - CI 1-1,true,481,1,1,175,1,0,CI,0
1424861767451,48,get Iris profile,200,cosa1 - CI 1-1,true,1276,1,1,48,1,0,CI,0
1424861767507,380,Get Fetch Info - Iris,200,cosa1 - CI 1-1,true,540,1,1,380,1,0,CI,0
1424861769918,599,Create Root Folder,200,cosa1 - CI 1-1,true,537,1,1,599,1,0,CI,0
1424861772522,98,Get Fetch Info - Case 1,200,cosa1 - CI 1-1,true,590,1,1,98,1,0,CI,0
1424861774649,1445,Delete Root Folder,200,cosa1 - CI 1-1,true,327,1,1,1445,1,0,CI,0
1424861778100,108,Get Fetch Info - Clean Case 1,200,cosa1 - CI 1-1,true,540,1,1,108,1,0,CI,0
1424861780235,502,Create Root Folder,200,cosa1 - CI 1-1,true,538,1,1,502,1,0,CI,0
1424861782742,378,Create Non Root Folder,200,cosa1 - CI 1-1,true,548,1,1,378,1,0,CI,0
1424861785126,133,Get Fetch Info - Case 2,200,cosa1 - CI 1-1,true,640,1,1,133,1,0,CI,0
1424861787289,1378,Delete Root Folder,200,cosa1 - CI 1-1,true,327,1,1,1378,1,0,CI,0
1424861790669,110,Get Fetch Info - Clean Case 2,200,cosa1 - CI 1-1,true,540,1,1,110,1,0,CI,0
1424861792806,456,update LMT,200,cosa1 - CI 1-1,true,421,1,1,456,1,0,CI,0
1424861795266,1889,Upload Root file,200,cosa1 - CI 1-1,true,641,1,1,1889,1,0,CI,0
1424861799159,417,update LMT,200,cosa1 - CI 1-1,true,421,1,1,417,1,0,CI,0
1424861801579,87,Get Fetch Info - Case 3,200,cosa1 - CI 1-1,true,540,1,1,87,1,0,CI,0
1424861803690,1177,Delete Root File,200,cosa1 - CI 1-1,true,327,1,1,1177,1,0,CI,0
1424861806871,97,Get Fetch Info - Clean Case 3,200,cosa1 - CI 1-1,true,540,1,1,97,1,0,CI,0
1424861808994,526,Create Root Folder,200,cosa1 - CI 1-1,true,536,1,1,526,1,0,CI,0
1424861811525,410,update LMT,200,cosa1 - CI 1-1,true,421,1,1,410,1,0,CI,0
1424861813939,992,Upload Root file,200,cosa1 - CI 1-1,true,651,1,1,992,1,0,CI,0
1424861816935,439,update LMT,200,cosa1 - CI 1-1,true,421,1,1,439,1,0,CI,0
1424861819378,94,Get Fetch Info - Case 4,200,cosa1 - CI 1-1,true,596,1,1,94,1,0,CI,0
1424861821499,1093,Delete Root Folder,200,cosa1 - CI 1-1,true,327,1,1,1093,1,0,CI,0
1424861824596,348,Get Fetch Info - Clean Case 4,200,cosa1 - CI 1-1,true,540,1,1,348,1,0,CI,0
1424861826967,634,Create Root Folder,200,cosa1 - CI 1-1,true,539,1,1,634,1,0,CI,0
1424861829607,677,Rename Root Folder,200,cosa1 - CI 1-1,true,524,1,1,677,1,0,CI,0
1424861832288,116,Get Fetch Info - Case 5,200,cosa1 - CI 1-1,true,600,1,1,115,1,0,CI,0
1424861834422,1127,Delete Root Folder,200,cosa1 - CI 1-1,true,327,1,1,1127,1,0,CI,0
1424861837553,109,Get Fetch Info - Clean Case 5,200,cosa1 - CI 1-1,true,540,1,1,109,1,0,CI,0
1424861839682,936,Create Root Folder,200,cosa1 - CI 1-1,true,538,1,1,936,1,0,CI,0
